component,season,game_id,team,adapter_prediction,saved_prediction
market,2025,401760372,Air Force,-1.0619221560552508,-1.0619221560552563
market,2025,401760378,Air Force,0.1679387040581783,0.1679387040581825
market,2025,401760381,Air Force,-1.08336009807446,-1.0833600980744544
market,2025,401760386,Air Force,-0.6273284157391021,-0.6273284157391119
market,2025,401760392,Air Force,0.09562519041338234,0.0956251904133868
market,2025,401760401,Air Force,-0.07368568610303759,-0.0736856861030222
market,2025,401760406,Air Force,-0.5534643083398704,-0.5534643083398769
market,2025,401757174,Air Force,-0.30695008828266696,-0.3069500882826735
market,2025,401760415,Air Force,0.012822360690838695,0.012822360690838
market,2025,401760421,Air Force,-0.05662120454252332,-0.0566212045425064
market,2025,401752810,Akron,-1.9993530873493381,-1.9993530873493708
market,2025,401762463,Akron,-0.9557438531473861,-0.9557438531473804
market,2025,401762824,Akron,-1.4213828688617194,-1.4213828688617425
market,2025,401762829,Akron,-0.36329669922221103,-0.3632966992222008
market,2025,401762833,Akron,-0.5505367184143717,-0.5505367184143741
market,2025,401762838,Akron,0.08659346072682257,0.0865934607268404
market,2025,401762844,Akron,-0.6869451738714838,-0.6869451738714794
market,2025,401762851,Akron,0.7590333532463501,0.7590333532463545
market,2025,401762856,Akron,0.757403915874955,0.757403915874969
market,2025,401762862,Akron,-0.004601980628449294,-0.0046019806284373
market,2025,401752681,Alabama,1.5835182445970535,1.5835182445970732
market,2025,401752696,Alabama,1.0393414302499684,1.0393414302499573
market,2025,401752718,Alabama,-0.26849051331421686,-0.2684905133142199
market,2025,401752726,Alabama,0.6301416705718355,0.6301416705718215
market,2025,401752734,Alabama,0.06986116602980161,0.0698611660297941
market,2025,401752738,Alabama,0.2936230256109615,0.2936230256109451
market,2025,401752751,Alabama,0.6512493358778216,0.6512493358778112
market,2025,401752759,Alabama,0.5063007039783974,0.506300703978399
market,2025,401752765,Alabama,0.34966018509175256,0.3496601850917318
market,2025,401752784,Alabama,0.10368730762582151,0.1036873076258134
market,2025,401777351,Alabama,-0.17403744290063602,-0.1740374429006632
market,2025,401761607,App State,0.27302684739814737,0.2730268473981401
market,2025,401760379,App State,-0.9888091392968122,-0.9888091392968053
market,2025,401752940,App State,-0.05264802911871493,-0.0526480291187182
market,2025,401761624,App State,0.03065167053131248,0.030651670531311
market,2025,401761629,App State,0.7117729431170601,0.7117729431170622
market,2025,401761635,App State,-0.7223702615028501,-0.7223702615028412
market,2025,401761644,App State,0.3039583839270555,0.3039583839270437
market,2025,401761652,App State,-1.0059396395246367,-1.0059396395246405
market,2025,401761656,App State,-0.46336906954135093,-0.4633690695413486
market,2025,401761661,App State,-0.1746693867274474,-0.1746693867274544
market,2025,401756888,Arizona,0.17142329034224724,0.1714232903422434
market,2025,401756904,Arizona,0.06516632199732734,0.0651663219973275
market,2025,401756910,Arizona,1.3180630061942058,1.3180630061942276
market,2025,401756916,Arizona,-0.24999027593074455,-0.2499902759307504
market,2025,401756925,Arizona,0.10220559339378636,0.1022055933937871
market,2025,401756937,Arizona,0.05269308112806042,0.0526930811280604
market,2025,401756943,Arizona,0.39173186362312407,0.3917318636231152
market,2025,401756951,Arizona,-0.35964681471413396,-0.3596468147141292
market,2025,401756954,Arizona,0.34737553373816554,0.3473755337381569
market,2025,401756961,Arizona,0.2496346051070844,0.2496346051070892
market,2025,401756889,Arizona State,0.6979658596542598,0.6979658596542501
market,2025,401756896,Arizona State,-0.4289376239473478,-0.4289376239473655
market,2025,401756902,Arizona State,-0.01881138814633394,-0.0188113881463465
market,2025,401756922,Arizona State,-0.5508480103747572,-0.550848010374771
market,2025,401756923,Arizona State,-0.8211372205843985,-0.8211372205844073
market,2025,401756929,Arizona State,0.3890146302681602,0.3890146302681397
market,2025,401756939,Arizona State,-0.6713760390274327,-0.6713760390274404
market,2025,401756948,Arizona State,0.43312780096167486,0.4331278009616669
market,2025,401756956,Arizona State,0.34022521989242444,0.3402252198924089
market,2025,401756961,Arizona State,-0.12995240188338156,-0.1299524018834015
market,2025,401752700,Arkansas,-0.18276922009394442,-0.1827692200939487
market,2025,401752708,Arkansas,0.3201716194273706,0.320171619427375
market,2025,401752717,Arkansas,-0.4987894548648292,-0.4987894548648404
market,2025,401752735,Arkansas,-1.0694231865133401,-1.0694231865133474
market,2025,401752739,Arkansas,-0.7886190369518143,-0.788619036951844
market,2025,401752746,Arkansas,0.07495321337966211,0.0749532133796562
market,2025,401752753,Arkansas,0.0506703936738552,0.0506703936738509
market,2025,401752768,Arkansas,-0.5343196001926698,-0.5343196001926791
market,2025,401752780,Arkansas,-0.696823564953491,-0.6968235649535163
market,2025,401752783,Arkansas,-0.36423382955250616,-0.3642338295525054
market,2025,401756890,Arkansas State,-1.191343333792435,-1.1913433337924302
market,2025,401757261,Arkansas State,0.36310909733294594,0.3631090973329436
market,2025,401761616,Arkansas State,-0.007439784913221486,-0.0074397849132058
market,2025,401761620,Arkansas State,-0.8925259453625408,-0.8925259453625373
market,2025,401761628,Arkansas State,-0.3596393518956846,-0.3596393518956787
market,2025,401761636,Arkansas State,0.33116884291563814,0.3311688429156513
market,2025,401761643,Arkansas State,-0.2962567342623702,-0.2962567342623582
market,2025,401761647,Arkansas State,0.006194856666689594,0.0061948566666941
market,2025,401761655,Arkansas State,0.3933327018492105,0.3933327018492277
market,2025,401761661,Arkansas State,0.2694943056579097,0.269494305657934
market,2025,401762469,Army,0.21673339865511904,0.216733398655111
market,2025,401762471,Army,0.002362675931221673,0.0023626759312346
market,2025,401762476,Army,0.22848643534161098,0.2284864353416293
market,2025,401762483,Army,1.0944845916616543,1.0944845916616657
market,2025,401762488,Army,-0.5713331661853334,-0.5713331661853284
market,2025,401760401,Army,0.07871652548081728,0.0787165254808192
market,2025,401762503,Army,0.38485102547508554,0.3848510254750898
market,2025,401762512,Army,0.47904624442865773,0.4790462444286633
market,2025,401762441,Army,-0.6247530372847244,-0.624753037284734
market,2025,401762521,Army,-0.23212634609263966,-0.2321263460926474
market,2025,401752683,Auburn,2.6169770891823676,2.6169770891823885
market,2025,401752697,Auburn,1.327237043410762,1.3272370434107752
market,2025,401752714,Auburn,-0.6304877168896255,-0.6304877168896434
market,2025,401752724,Auburn,-0.5963713991278995,-0.5963713991279194
market,2025,401752731,Auburn,-0.32174640816121863,-0.3217464081612384
market,2025,401752740,Auburn,-0.15093551041064301,-0.1509355104106556
market,2025,401752746,Auburn,-0.4536470887927714,-0.4536470887927875
market,2025,401752754,Auburn,0.6552848329272688,0.6552848329272497
market,2025,401752764,Auburn,-0.45468612847066986,-0.4546861284706742
market,2025,401752784,Auburn,-0.5438009247477535,-0.5438009247477678
market,2025,401756898,BYU,0.4202219194542408,0.4202219194542438
market,2025,401756903,BYU,0.4688048834132841,0.4688048834132826
market,2025,401756909,BYU,1.0794016999172307,1.0794016999172336
market,2025,401756916,BYU,-0.04926355766517527,-0.0492635576651845
market,2025,401756924,BYU,-0.48368859269275294,-0.4836885926927667
market,2025,401756931,BYU,-0.15869586851071577,-0.1586958685107388
market,2025,401756945,BYU,-0.5474890315850833,-0.5474890315851025
market,2025,401756950,BYU,0.05553755889766725,0.0555375588976566
market,2025,401756955,BYU,0.19787819473215243,0.1978781947321358
market,2025,401756963,BYU,1.13773449747042,1.1377344974704304
market,2025,401777327,BYU,-0.6109274635229439,-0.6109274635229507
market,2025,401752683,Ball State,-2.520023008088427,-2.52002300808844
market,2025,401757169,Ball State,-0.9416599869709215,-0.9416599869709288
market,2025,401762830,Ball State,-0.4975038023164249,-0.4975038023164203
market,2025,401762834,Ball State,-0.11940005372866189,-0.1194000537286519
market,2025,401762838,Ball State,0.26514501378086247,0.2651450137808852
market,2025,401762845,Ball State,-0.19444521379269283,-0.1944452137926835
market,2025,401762853,Ball State,0.43833708192353177,0.4383370819235539
market,2025,401762861,Ball State,0.05694865424150924,0.0569486542415205
market,2025,401762867,Ball State,-1.4014832337899281,-1.4014832337899346
market,2025,401762875,Ball State,-0.7116226681565884,-0.7116226681565886
market,2025,401754525,Baylor,-0.41534564757530285,-0.4153456475753108
market,2025,401756896,Baylor,-0.08341755423143322,-0.0834175542314471
market,2025,401756907,Baylor,1.0442524731547533,1.0442524731547602
market,2025,401756911,Baylor,-0.032551410206469546,-0.032551410206473
market,2025,401756927,Baylor,-0.442248715900995,-0.442248715901013
market,2025,401756930,Baylor,-0.33276576659992085,-0.332765766599935
market,2025,401756936,Baylor,-0.13235053861807003,-0.1323505386180703
market,2025,401756949,Baylor,-0.46786195626838106,-0.4678619562684045
market,2025,401756954,Baylor,-0.3953844564027641,-0.3953844564027603
market,2025,401756962,Baylor,-0.12438131638593539,-0.1243813163859266
market,2025,401760372,Boise State,0.13646072280147667,0.1364607228014801
market,2025,401760379,Boise State,0.4554319940468707,0.4554319940468582
market,2025,401757165,Boise State,-1.3817012626882643,-1.3817012626882996
market,2025,401760387,Boise State,0.8715118895292715,0.8715118895292826
market,2025,401760393,Boise State,0.6748979645549084,0.6748979645548968
market,2025,401760397,Boise State,0.9402620516120328,0.9402620516120376
market,2025,401760402,Boise State,0.9797858528935361,0.9797858528935364
market,2025,401760410,Boise State,-0.4664754873869616,-0.4664754873869533
market,2025,401760416,Boise State,0.5072761709975593,0.5072761709975435
market,2025,401760422,Boise State,-0.041412448688122674,-0.0414124486881305
market,2025,401777326,Boise State,0.07577355673088032,0.0757735567308752
market,2025,401754533,Boston College,0.6826368853475543,0.6826368853475525
market,2025,401754544,Boston College,0.0934950131394843,0.0934950131394875
market,2025,401754550,Boston College,-0.6875044208720161,-0.6875044208720453
market,2025,401754558,Boston College,-1.2483914968187115,-1.2483914968187222
market,2025,401754569,Boston College,-0.6161253020268752,-0.6161253020268913
market,2025,401754570,Boston College,-1.8468104006983534,-1.8468104006983768
market,2025,401754583,Boston College,-1.8434468775552022,-1.8434468775552384
market,2025,401754584,Boston College,-0.41103211282392615,-0.4110321128239307
market,2025,401754592,Boston College,-1.0271974595442341,-1.0271974595442357
market,2025,401754608,Boston College,0.03493757580093683,0.0349375758009343
market,2025,401757256,Bowling Green,-0.06430563301206142,-0.0643056330120456
market,2025,401754642,Bowling Green,-1.0791595509719865,-1.0791595509719971
market,2025,401762825,Bowling Green,0.07781459875589541,0.077814598755908
market,2025,401762835,Bowling Green,-0.3458620370070071,-0.3458620370069974
market,2025,401762839,Bowling Green,0.5982544872728935,0.5982544872728965
market,2025,401762846,Bowling Green,0.4387166925087192,0.438716692508742
market,2025,401762849,Bowling Green,0.04476558074459604,0.0447655807445962
market,2025,401762855,Bowling Green,-0.2701016007877355,-0.2701016007877231
market,2025,401762862,Bowling Green,0.10196810659539901,0.1019681065954109
market,2025,401762868,Bowling Green,0.7757661434940555,0.7757661434940759
market,2025,401762817,Buffalo,1.4005117658735111,1.400511765873528
market,2025,401761613,Buffalo,-0.01115672027816021,-0.0111567202781601
market,2025,401757170,Buffalo,-0.4178085065378489,-0.4178085065378503
market,2025,401762831,Buffalo,0.43576252415230776,0.4357625241523034
market,2025,401762840,Buffalo,0.8625547342063175,0.862554734206335
