source,pulled_at,sgo_event_id,date,start_time_utc,week,away_team,home_team,market_spread_home,market_spread_open_home,market_spread_text,market_spread_book,market_spread_price,market_spread_last_update,market_best_home_spread_home,market_best_home_spread_text,market_best_home_spread_price,market_best_home_spread_book,market_best_away_spread_home,market_best_away_spread_text,market_best_away_spread_price,market_best_away_spread_book,market_total,market_total_open,market_total_book,market_total_over_price,market_total_under_price,market_total_last_update,market_best_over_total,market_best_over_price,market_best_over_book,market_best_under_total,market_best_under_price,market_best_under_book,market_home_moneyline,market_home_moneyline_book,market_away_moneyline,market_away_moneyline_book,market_books_available,market_price_status
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,i2sZpNIJTUwvNYL1CBN4,2026-09-04,2026-09-04T00:00:00.000Z,1,Colorado,Georgia Tech,-7.5,-7.5,Georgia Tech -7.5,fanduel,-102,2026-07-03T00:15:22.288Z,-7.5,Georgia Tech -7.5,-102,fanduel,-7.5,Colorado +7.5,-120,fanduel,51.5,51.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,51.5,-110,caesars,51.5,-110,fanduel,-280,fanduel,225,fanduel,"1xbet,betmgm,betonline,betsson,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,nordicbet,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,HTi8ZufisDnaYtVhvz6J,2026-09-04,2026-09-04T01:00:00.000Z,1,UAB,Illinois,-27.5,-27.5,Illinois -27.5,fanduel,-115,2026-07-03T00:15:17.000Z,-27.5,Illinois -27.5,-115,fanduel,-27.5,UAB +27.5,-105,fanduel,55.5,55.5,fanduel,-110,-110,2026-07-03T00:15:17.000Z,55.5,-110,fanduel,56.5,-105,draftkings,-7000,fanduel,2000,fanduel,"1xbet,betmgm,betonline,betsson,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,nordicbet,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,tfs8VIXkQrSg2WwKbljD,2026-09-04,2026-09-04T22:30:00.000Z,1,San Jose State,Eastern Michigan,-3.5,-3.5,Eastern Michigan -3.5,fanduel,-106,2026-07-03T00:15:22.288Z,-3.5,Eastern Michigan -3.5,-106,fanduel,-4.5,San Jose State +4.5,-114,caesars,54.5,54.0,fanduel,-110,-110,2026-07-03T00:15:22.288Z,53.5,-114,caesars,54.5,-110,fanduel,-164,fanduel,136,fanduel,"1xbet,betonline,betsson,bovada,caesars,coolbet,draftkings,fanduel,hardrockbet,lowvig,nordicbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,K9AlGiLXhMvLjbIsjbMv,2026-09-05,2026-09-05T00:00:00.000Z,1,UTEP,Oklahoma,-39.5,-40.5,Oklahoma -39.5,fanduel,-115,2026-07-03T00:15:22.288Z,-39.5,Oklahoma -39.5,-115,fanduel,-40.5,UTEP +40.5,-110,betmgm,49.5,50.5,fanduel,-114,-106,2026-07-03T00:15:22.288Z,49.5,-114,fanduel,50.5,-115,draftkings,,,,,"1xbet,betmgm,betonline,betsson,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,nordicbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,zlMp0XcOLjhlE6T30F4o,2026-09-05,2026-09-05T00:00:00.000Z,1,Toledo,Michigan State,-11.5,-10.5,Michigan State -11.5,fanduel,-105,2026-07-03T00:15:22.288Z,-10.5,Michigan State -10.5,-110,betmgm,-11.5,Toledo +11.5,-115,fanduel,48.5,49.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,48.5,-115,fanduel,49.5,-112,draftkings,-430,fanduel,330,fanduel,"1xbet,betmgm,betonline,betsson,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,nordicbet,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,f5mweoy6d2NQvns6K9mB,2026-09-05,2026-09-05T01:00:00.000Z,1,Miami-FL,Stanford,21.5,22.5,Miami-FL -21.5,fanduel,-115,2026-07-03T00:15:22.288Z,22.5,Stanford +22.5,-110,draftkings,21.5,Miami-FL -21.5,-105,fanduel,49.5,49.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,49.5,-110,caesars,49.5,-110,fanduel,1160,fanduel,-2800,fanduel,"1xbet,betonline,betsson,bovada,caesars,draftkings,fanduel,hardrockbet,lowvig,nordicbet,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,wkXTMpBXvNifeeZh0HsX,2026-09-05,2026-09-05T01:00:00.000Z,1,Fresno State,USC,-23.5,-23.5,USC -23.5,fanduel,-115,2026-07-03T00:15:22.288Z,-23.5,USC -23.5,-115,fanduel,-23.5,Fresno State +23.5,-105,fanduel,50.5,49.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,50.5,-110,fanduel,51.5,-108,draftkings,-3500,fanduel,1280,fanduel,"1xbet,betonline,betsson,bovada,caesars,coolbet,draftkings,fanduel,hardrockbet,lowvig,nordicbet,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,5wjGIw0vqFVmwRPn8RoJ,2026-09-05,2026-09-05T16:00:00.000Z,1,East Carolina,Alabama,-25.5,-26.5,Alabama -25.5,fanduel,-115,2026-07-03T00:15:22.288Z,-25.5,Alabama -25.5,-115,fanduel,-26.5,East Carolina +26.5,-110,betmgm,54.5,54.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,53.5,-120,draftkings,54.5,-110,fanduel,-4500,fanduel,1600,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,74v9yKrwzXldQu0ziXCq,2026-09-05,2026-09-05T16:00:00.000Z,1,Ohio,Nebraska,-23.5,-23.5,Nebraska -23.5,fanduel,-115,2026-07-03T00:15:22.288Z,-23.5,Nebraska -23.5,-115,fanduel,-23.5,Ohio +23.5,-105,fanduel,48.5,46.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,47.5,-109,caesars,48.5,-105,fanduel,-3500,fanduel,1280,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,9UbfMF0IzZX7B0dhDdu3,2026-09-05,2026-09-05T16:00:00.000Z,1,Oregon State,Houston,-18.5,-18.5,Houston -18.5,fanduel,-110,2026-07-03T00:15:22.288Z,-18.5,Houston -18.5,-110,fanduel,-18.5,Oregon State +18.5,-110,fanduel,50.5,50.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,50.5,-110,fanduel,51.5,-122,draftkings,-1400,fanduel,800,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,HdatPSq7j0x8G0U0R2Ud,2026-09-05,2026-09-05T16:00:00.000Z,1,Coastal Carolina,West Virginia,-18.5,-17.5,West Virginia -18.5,fanduel,-105,2026-07-03T00:15:22.288Z,-17.5,West Virginia -17.5,-110,betmgm,-18.5,Coastal Carolina +18.5,-115,fanduel,58.5,57.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,57.5,-120,draftkings,58.5,-110,fanduel,-1200,fanduel,720,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,QzGmzxPGyovJ48j1BUHc,2026-09-05,2026-09-05T16:00:00.000Z,1,North Texas,Indiana,-39.5,-40.5,Indiana -39.5,fanduel,-105,2026-07-03T00:15:22.288Z,-39.5,Indiana -39.5,-105,fanduel,-40.5,North Texas +40.5,-110,betmgm,54.5,54.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,54.5,-110,betmgm,55.5,-102,draftkings,,,,,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,T1iAvSJ2Kf95H9lunvdb,2026-09-05,2026-09-05T16:00:00.000Z,1,Liberty,James Madison,-6.5,-6.0,James Madison -6.5,fanduel,-112,2026-07-03T00:15:22.288Z,-6.0,James Madison -6,-110,draftkings,-6.5,Liberty +6.5,-108,fanduel,52.5,52.5,fanduel,-105,-115,2026-07-03T00:15:22.288Z,50.5,-114,caesars,52.5,-115,fanduel,-245,fanduel,195,fanduel,"betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,ndZjaKF9HZGCGNyZ1w45,2026-09-05,2026-09-05T16:00:00.000Z,1,Miami (OH),Pittsburgh,-15.5,-16.5,Pittsburgh -15.5,fanduel,-115,2026-07-03T00:15:22.288Z,-15.5,Pittsburgh -15.5,-115,fanduel,-15.5,Miami (OH) +15.5,-105,fanduel,50.5,50.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,50.5,-113,caesars,50.5,-110,fanduel,-880,fanduel,580,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,GG3fOKVE2R9vCGktXb9Z,2026-09-05,2026-09-05T16:30:00.000Z,1,Ball State,Ohio State,-50.5,-50.5,Ohio State -50.5,fanduel,-105,2026-07-03T00:15:22.288Z,-50.5,Ohio State -50.5,-105,fanduel,-50.5,Ball State +50.5,-115,fanduel,57.5,56.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,56.5,-113,caesars,57.5,-105,fanduel,,,,,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,Vv702wdDL9UTjPpUz33t,2026-09-05,2026-09-05T16:45:00.000Z,1,Kent State,South Carolina,-34.5,-34.5,South Carolina -34.5,fanduel,-115,2026-07-03T00:15:22.288Z,-34.5,South Carolina -34.5,-115,fanduel,-34.5,Kent State +34.5,-105,fanduel,50.5,52.5,fanduel,-105,-115,2026-07-03T00:15:22.288Z,50.5,-105,fanduel,52.5,-115,draftkings,-50000,fanduel,5500,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,35ixAmNGCYeG1ZUoJYAd,2026-09-05,2026-09-05T19:30:00.000Z,1,Boston College,Cincinnati,-7.5,-7.5,Cincinnati -7.5,fanduel,100,2026-07-03T00:15:22.288Z,-7.5,Cincinnati -7.5,100,fanduel,-7.5,Boston College +7.5,-122,fanduel,53.5,53.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,53.5,-110,betmgm,54.5,-108,draftkings,-280,fanduel,225,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,7E4NVGk8rSOZkq38zL8k,2026-09-05,2026-09-05T19:30:00.000Z,1,Tulane,Duke,-10.5,-9.5,Duke -10.5,fanduel,-115,2026-07-03T00:15:22.288Z,-9.5,Duke -9.5,-110,betmgm,-10.5,Tulane +10.5,-105,fanduel,53.5,53.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,53.5,-110,caesars,53.5,-110,fanduel,-465,fanduel,350,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,UPDAxh2NwSvHC9O92Pf8,2026-09-05,2026-09-05T19:30:00.000Z,1,Texas State,Texas,-31.5,-30.5,Texas -31.5,fanduel,-105,2026-07-03T00:15:22.288Z,-30.5,Texas -30.5,-110,draftkings,-31.5,Texas State +31.5,-115,fanduel,60.5,59.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,59.5,-110,caesars,60.5,-110,fanduel,-10000,fanduel,2400,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,oNUzPlA3Q1o7Dz69Ozn0,2026-09-05,2026-09-05T19:30:00.000Z,1,Baylor,Auburn,-7.5,-7.0,Auburn -7.5,fanduel,-110,2026-07-03T00:15:22.288Z,-7.0,Auburn -7,-105,draftkings,-7.5,Baylor +7.5,-110,fanduel,59.5,59.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,59.5,-109,caesars,59.5,-110,fanduel,-295,fanduel,235,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,nordicbet,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,s2a7VoKzBXyXOtflhoGl,2026-09-05,2026-09-05T19:30:00.000Z,1,Marshall,Penn State,-23.5,-23.5,Penn State -23.5,fanduel,-110,2026-07-03T00:15:22.288Z,-23.5,Penn State -23.5,-110,fanduel,-23.5,Marshall +23.5,-110,fanduel,53.5,53.5,fanduel,-105,-115,2026-07-03T00:15:22.288Z,53.5,-110,betmgm,54.5,-108,draftkings,-3500,fanduel,1280,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,syqwuJuim8sIquTxIvRr,2026-09-05,2026-09-05T19:30:00.000Z,1,Boise State,Oregon,-24.5,-24.5,Oregon -24.5,fanduel,-110,2026-07-03T00:15:22.288Z,-24.5,Oregon -24.5,-110,fanduel,-24.5,Boise State +24.5,-110,fanduel,53.5,53.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,52.5,-112,draftkings,53.5,-110,fanduel,-4000,fanduel,1400,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,YX6NHCmoUUrny3GYGb2p,2026-09-05,2026-09-05T19:45:00.000Z,1,Oklahoma State,Tulsa,13.5,12.5,Oklahoma State -13.5,fanduel,-115,2026-07-03T00:15:22.288Z,13.5,Tulsa +13.5,-115,fanduel,12.5,Oklahoma State -12.5,-110,betmgm,60.5,61.5,fanduel,-108,-112,2026-07-03T00:15:22.288Z,60.5,-108,fanduel,61.5,-110,betmgm,385,fanduel,-520,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,n7uFVbrzQVtyouWP4rIL,2026-09-05,2026-09-05T20:15:00.000Z,1,Northern Illinois,Iowa,-30.5,-30.5,Iowa -30.5,fanduel,-110,2026-07-03T00:15:17.000Z,-30.5,Iowa -30.5,-110,fanduel,-30.5,Northern Illinois +30.5,-110,fanduel,45.5,43.5,fanduel,-105,-115,2026-07-03T00:15:17.000Z,43.5,-115,caesars,45.5,-115,fanduel,-20000,fanduel,3500,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,aqN72YVA53sNvZVuwW6R,2026-09-05,2026-09-05T22:00:00.000Z,1,Wyoming,Colorado State,-3.5,-3.5,Colorado State -3.5,fanduel,-115,2026-07-03T00:15:22.288Z,-3.5,Colorado State -3.5,-115,fanduel,-4.0,Wyoming +4,-115,draftkings,47.5,47.5,draftkings,-120,100,2026-07-03T00:13:41.000Z,47.5,-118,caesars,47.5,100,draftkings,-184,fanduel,152,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,JjRSjyrJwNSwEf0XB8pX,2026-09-05,2026-09-05T23:00:00.000Z,1,Arkansas State,Memphis,-10.5,-10.5,Memphis -10.5,fanduel,-110,2026-07-03T00:15:22.288Z,-10.5,Memphis -10.5,-110,fanduel,-10.5,Arkansas State +10.5,-110,fanduel,56.5,56.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,55.5,-113,caesars,56.5,-110,fanduel,-410,fanduel,315,fanduel,"1xbet,betonline,bovada,caesars,coolbet,draftkings,fanduel,hardrockbet,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,MqZ2egIP5A3T0fDWIAF1,2026-09-05,2026-09-05T23:00:00.000Z,1,Missouri State,Texas A&M,-39.5,-38.5,Texas A&M -39.5,fanduel,-110,2026-07-03T00:15:22.288Z,-38.5,Texas A&M -38.5,-110,draftkings,-39.5,Missouri State +39.5,-110,fanduel,52.5,53.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,52.5,-117,caesars,52.5,-105,fanduel,,,,,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,Z91ZtMSoOLs0ejgUSkyt,2026-09-05,2026-09-05T23:00:00.000Z,1,Sam Houston,Troy,-17.5,-17.5,Troy -17.5,fanduel,-110,2026-07-03T00:15:22.288Z,-17.5,Troy -17.5,-110,fanduel,-18.0,Sam Houston +18,-109,caesars,52.5,50.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,50.5,-115,caesars,52.5,-110,fanduel,-1100,fanduel,680,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,bnPQwgu3S8yE9hXpuhkj,2026-09-05,2026-09-05T23:00:00.000Z,1,Florida International,South Florida,-11.5,-12.5,South Florida -11.5,fanduel,-110,2026-07-03T00:15:22.288Z,-11.5,South Florida -11.5,-110,fanduel,-12.5,Florida International +12.5,-110,betmgm,55.5,54.5,fanduel,-105,-115,2026-07-03T00:15:22.288Z,54.5,-110,caesars,55.5,-115,fanduel,-465,fanduel,350,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
