season,source,team,snapshot_prev,snapshot_latest,prev_rating,latest_rating,rating_change,prev_rank,latest_rank,rank_change
2026,Brad Powers,Air Force,2026-07-16,2026-07-17,-4.213260869565225,-11.122058823529407,-6.908797953964182,86.0,104.0,-18.0
2026,Brad Powers,Akron,2026-07-16,2026-07-17,-17.153260869565223,-17.28205882352941,-0.12879795396418814,124.0,124.0,0.0
2026,Brad Powers,Alabama,2026-07-16,2026-07-17,19.76673913043477,18.207941176470584,-1.5587979539641879,13.0,13.0,0.0
2026,Brad Powers,Appalachian State,2026-07-16,2026-07-17,-12.833260869565224,-13.922058823529412,-1.0887979539641872,114.0,116.0,-2.0
2026,Brad Powers,Arizona,2026-07-16,2026-07-17,9.496739130434776,11.38794117647059,1.891202046035815,34.0,27.0,7.0
2026,Brad Powers,Arizona State,2026-07-16,2026-07-17,5.336739130434779,5.937941176470588,0.6012020460358087,51.0,49.0,2.0
2026,Brad Powers,Arkansas,2026-07-16,2026-07-17,6.236739130434771,9.547941176470587,3.3112020460358167,44.0,34.0,10.0
2026,Brad Powers,Arkansas State,2026-07-16,2026-07-17,-9.633260869565229,-10.43205882352941,-0.798797953964181,103.0,99.0,4.0
2026,Brad Powers,Army,2026-07-16,2026-07-17,-2.0832608695652226,-2.8720588235294073,-0.7887979539641847,79.0,78.0,1.0
2026,Brad Powers,Auburn,2026-07-16,2026-07-17,12.856739130434775,13.717941176470587,0.8612020460358121,25.0,22.0,3.0
2026,Brad Powers,BYU,2026-07-16,2026-07-17,14.84673913043477,13.437941176470588,-1.4087979539641822,19.0,23.0,-4.0
2026,Brad Powers,Ball State,2026-07-16,2026-07-17,-23.613260869565224,-23.842058823529413,-0.22879795396418956,137.0,134.0,3.0
2026,Brad Powers,Baylor,2026-07-16,2026-07-17,4.84673913043477,5.697941176470593,0.851202046035823,52.0,51.0,1.0
2026,Brad Powers,Boise State,2026-07-16,2026-07-17,5.736739130434771,3.3379411764705935,-2.398797953964177,48.0,56.0,-8.0
2026,Brad Powers,Boston College,2026-07-16,2026-07-17,-3.943260869565222,-3.552058823529407,0.391202046035815,84.0,82.0,2.0
2026,Brad Powers,Bowling Green,2026-07-16,2026-07-17,-15.853260869565226,-17.082058823529408,-1.2287979539641825,121.0,122.0,-1.0
2026,Brad Powers,Buffalo,2026-07-16,2026-07-17,-17.203260869565227,-14.412058823529414,2.7912020460358136,125.0,117.0,8.0
2026,Brad Powers,California,2026-07-16,2026-07-17,1.5167391304347717,-1.022058823529413,-2.5387979539641847,63.0,71.0,-8.0
2026,Brad Powers,Central Florida,2026-07-16,2026-07-17,3.356739130434775,-0.2520588235294099,-3.608797953964185,55.0,66.0,-11.0
2026,Brad Powers,Central Michigan,2026-07-16,2026-07-17,-13.033260869565224,-11.912058823529414,1.12120204603581,115.0,110.0,5.0
2026,Brad Powers,Charlotte,2026-07-16,2026-07-17,-19.763260869565222,-22.382058823529412,-2.61879795396419,131.0,133.0,-2.0
2026,Brad Powers,Cincinnati,2026-07-16,2026-07-17,3.066739130434769,6.207941176470584,3.141202046035815,57.0,47.0,10.0
2026,Brad Powers,Clemson,2026-07-16,2026-07-17,12.75673913043478,10.657941176470588,-2.0987979539641923,26.0,28.0,-2.0
2026,Brad Powers,Coastal Carolina,2026-07-16,2026-07-17,-14.483260869565228,-16.982058823529414,-2.4987979539641856,118.0,121.0,-3.0
2026,Brad Powers,Colorado,2026-07-16,2026-07-17,1.7767391304347768,-4.522058823529413,-6.29879795396419,61.0,87.0,-26.0
2026,Brad Powers,Colorado State,2026-07-16,2026-07-17,-10.773260869565227,-17.18205882352941,-6.408797953964182,106.0,123.0,-17.0
2026,Brad Powers,Connecticut,2026-07-16,2026-07-17,-12.823260869565225,-3.1420588235294105,9.681202046035814,113.0,80.0,33.0
2026,Brad Powers,Delaware,2026-07-16,2026-07-17,-11.203260869565227,-12.972058823529409,-1.7687979539641816,107.0,114.0,-7.0
2026,Brad Powers,Duke,2026-07-16,2026-07-17,2.34673913043477,6.6079411764705895,4.2612020460358195,60.0,45.0,15.0
2026,Brad Powers,East Carolina,2026-07-16,2026-07-17,-4.143260869565225,2.0379411764705964,6.181202046035821,85.0,61.0,24.0
2026,Brad Powers,Eastern Michigan,2026-07-16,2026-07-17,-13.223260869565223,-16.012058823529408,-2.7887979539641847,116.0,120.0,-4.0
2026,Brad Powers,Florida,2026-07-16,2026-07-17,13.86673913043478,10.467941176470587,-3.398797953964193,21.0,29.0,-8.0
2026,Brad Powers,Florida Atlantic,2026-07-16,2026-07-17,-5.983260869565228,-10.96205882352941,-4.9787979539641825,89.0,103.0,-14.0
2026,Brad Powers,Florida International,2026-07-16,2026-07-17,-13.693260869565222,-11.68205882352941,2.0112020460358124,117.0,108.0,9.0
2026,Brad Powers,Florida State,2026-07-16,2026-07-17,10.156739130434772,9.227941176470594,-0.9287979539641782,31.0,36.0,-5.0
2026,Brad Powers,Fresno State,2026-07-16,2026-07-17,-0.2032608695652271,-5.162058823529414,-4.958797953964186,67.0,88.0,-21.0
2026,Brad Powers,Georgia,2026-07-16,2026-07-17,26.08673913043478,22.85794117647059,-3.2287979539641896,4.0,7.0,-3.0
2026,Brad Powers,Georgia Southern,2026-07-16,2026-07-17,-11.903260869565225,-11.202058823529413,0.7012020460358119,110.0,105.0,5.0
2026,Brad Powers,Georgia State,2026-07-16,2026-07-17,-17.823260869565225,-18.082058823529408,-0.2587979539641836,127.0,127.0,0.0
2026,Brad Powers,Georgia Tech,2026-07-16,2026-07-17,5.84673913043477,8.517941176470586,2.671202046035816,46.0,38.0,8.0
2026,Brad Powers,Hawaii,2026-07-16,2026-07-17,-5.8032608695652215,-3.512058823529408,2.2912020460358136,88.0,81.0,7.0
2026,Brad Powers,Houston,2026-07-16,2026-07-17,10.856739130434775,7.627941176470586,-3.2287979539641896,28.0,43.0,-15.0
