prediction,frozen_model_artifact,feature,classification,upstream_canonical_source,deterministic_transformation,join_keys,cutoff_timing,missing_value_behavior,covered_by_validated_42,smallest_missing_downstream_transformation
market_rating_movement,model_artifacts.json,ats_margin,required model input,validated team-game features / ratings history / schedule mapping,none or frozen imputation,"season,next_game_id,team",after prior game final; before target Saturday,frozen training median only after honest availability flag,True,covered by base constructor or canonical schedule/projection state
market_rating_movement,model_artifacts.json,total_residual,required model input,validated team-game features / ratings history / schedule mapping,none or frozen imputation,"season,next_game_id,team",after prior game final; before target Saturday,frozen training median only after honest availability flag,True,covered by base constructor or canonical schedule/projection state
market_rating_movement,model_artifacts.json,final_margin,required model input,validated team-game features / ratings history / schedule mapping,none or frozen imputation,"season,next_game_id,team",after prior game final; before target Saturday,frozen training median only after honest availability flag,True,covered by base constructor or canonical schedule/projection state
market_rating_movement,model_artifacts.json,closing_spread,required model input,validated team-game features / ratings history / schedule mapping,none or frozen imputation,"season,next_game_id,team",after prior game final; before target Saturday,frozen training median only after honest availability flag,True,covered by base constructor or canonical schedule/projection state
market_rating_movement,model_artifacts.json,raw_pbp_performance,required model input,validated team-game features / ratings history / schedule mapping,none or frozen imputation,"season,next_game_id,team",after prior game final; before target Saturday,frozen training median only after honest availability flag,True,covered by base constructor or canonical schedule/projection state
market_rating_movement,model_artifacts.json,rules_repeatable_spread,required model input,validated team-game features / ratings history / schedule mapping,none or frozen imputation,"season,next_game_id,team",after prior game final; before target Saturday,frozen training median only after honest availability flag,True,covered by base constructor or canonical schedule/projection state
market_rating_movement,model_artifacts.json,regularized_repeatable_spread,required model input,validated team-game features / ratings history / schedule mapping,none or frozen imputation,"season,next_game_id,team",after prior game final; before target Saturday,frozen training median only after honest availability flag,True,covered by base constructor or canonical schedule/projection state
market_rating_movement,model_artifacts.json,residualized_repeatable_spread,required model input,validated team-game features / ratings history / schedule mapping,none or frozen imputation,"season,next_game_id,team",after prior game final; before target Saturday,frozen training median only after honest availability flag,True,covered by base constructor or canonical schedule/projection state
market_rating_movement,model_artifacts.json,repeatable_offense_performance,required model input,validated team-game features / ratings history / schedule mapping,none or frozen imputation,"season,next_game_id,team",after prior game final; before target Saturday,frozen training median only after honest availability flag,True,covered by base constructor or canonical schedule/projection state
market_rating_movement,model_artifacts.json,repeatable_defense_performance,required model input,validated team-game features / ratings history / schedule mapping,none or frozen imputation,"season,next_game_id,team",after prior game final; before target Saturday,frozen training median only after honest availability flag,True,covered by base constructor or canonical schedule/projection state
