game_id,date,week,away_team,home_team,away_norm,home_norm,market_spread_home,market_spread_text,market_spread_price,market_spread_book,market_spread_last_update,market_spread_display_side,market_spread_display_team,market_best_home_spread_home,market_best_home_spread_text,market_best_home_spread_price,market_best_home_spread_book,market_best_away_spread_home,market_best_away_spread_text,market_best_away_spread_price,market_best_away_spread_book,market_spread_hold_pct,market_spread_hold_label,market_spread_hold_home_line,market_spread_hold_away_line,market_total,market_total_book,market_total_over_price,market_total_under_price,market_total_last_update,market_best_over_total,market_best_over_price,market_best_over_book,market_best_under_total,market_best_under_price,market_best_under_book,source,books_available,books_count,market_line_source,market_price_status,market_total_open
288754,2026-08-29,1,New Mexico State,Florida State,new mexico state,florida state,-31.5,Florida State -31.5,-108,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Florida State,-31.5,Florida State -31.5,-108,DraftKings,-31.5,New Mexico State +31.5,-106,FanDuel,3.38,Hold +3.4%,-31.5,31.5,52.5,Caesars,-117.0,-105.0,2026-08-17T20:45:02.475569+00:00,52.5,-112.0,DraftKings,52.5,-105.0,Caesars,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288760,2026-08-29,1,Jacksonville State,North Dakota State,jacksonville state,north dakota state,-6.5,North Dakota State -6.5,-115,FanDuel,2026-08-17T20:45:02.475569+00:00,home,North Dakota State,-6.5,North Dakota State -6.5,-115,FanDuel,-7.0,Jacksonville State +7,-112,DraftKings,5.32,Hold +5.3%,-6.75,6.75,47.5,Caesars,-110.0,-109.0,2026-08-17T20:45:02.475569+00:00,47.5,-110.0,Caesars,47.5,-109.0,Caesars,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288764,2026-08-30,1,Memphis,UNLV,memphis,unlv,-5.5,UNLV -5.5,-124,FanDuel,2026-08-17T20:45:02.475569+00:00,home,UNLV,-5.5,UNLV -5.5,-124,FanDuel,-6.5,Memphis +6.5,-115,BetMGM,6.85,Hold +6.8%,-6.0,6.0,57.5,Caesars,-110.0,-110.0,2026-08-17T20:45:02.475569+00:00,56.5,-115.0,BetMGM,57.5,-110.0,Caesars,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288765,2026-08-29,1,Sacramento State,Eastern Michigan,sacramento state,eastern michigan,-8.5,Eastern Michigan -8.5,-105,FanDuel,2026-08-17T20:45:02.475569+00:00,home,Eastern Michigan,-8.5,Eastern Michigan -8.5,-105,FanDuel,-8.5,Sacramento State +8.5,-109,Caesars,3.37,Hold +3.4%,-8.5,8.5,52.5,Caesars,-108.0,-112.0,2026-08-17T20:45:02.475569+00:00,52.5,-108.0,Caesars,52.5,-106.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288768,2026-08-29,1,Hawai'i,Stanford,hawai i,stanford,-5.5,Stanford -5.5,-115,FanDuel,2026-08-17T20:45:02.475569+00:00,home,Stanford,-5.5,Stanford -5.5,-115,FanDuel,-6.0,Hawai'i +6,-107,Caesars,4.18,Hold +4.2%,-5.75,5.75,49.5,Caesars,-105.0,-117.0,2026-08-17T20:45:02.475569+00:00,49.5,-105.0,Caesars,49.5,-115.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288778,2026-09-03,1,Akron,Wake Forest,akron,wake forest,-22.5,Wake Forest -22.5,-110,BetMGM,2026-08-17T20:45:02.475569+00:00,home,Wake Forest,-22.5,Wake Forest -22.5,-110,BetMGM,-23.5,Akron +23.5,-105,FanDuel,1.6,Hold +1.6%,-23.0,23.0,49.5,Caesars,-113.0,-108.0,2026-08-17T20:45:02.475569+00:00,49.5,-112.0,DraftKings,49.5,-105.0,BetMGM,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288779,2026-09-03,1,West Georgia,Kennesaw State,west georgia,kennesaw state,-22.5,Kennesaw State -22.5,-105,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Kennesaw State,-22.5,Kennesaw State -22.5,-105,DraftKings,-23.5,West Georgia +23.5,-105,FanDuel,0.44,Hold +0.4%,-23.0,23.0,51.5,DraftKings,-108.0,-112.0,2026-08-17T20:45:02.475569+00:00,51.5,-108.0,DraftKings,53.5,-110.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288780,2026-09-04,1,Idaho,Utah,idaho,utah,-32.5,Utah -32.5,-108,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Utah,-32.5,Utah -32.5,-108,DraftKings,-34.5,Idaho +34.5,-110,FanDuel,0.3,Hold +0.3%,-33.5,33.5,56.5,DraftKings,-108.0,-112.0,2026-08-17T20:45:02.475569+00:00,56.5,-108.0,DraftKings,57.5,-110.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288781,2026-09-03,1,Bethune-Cookman,UCF,bethune cookman,ucf,-39.5,UCF -39.5,-115,FanDuel,2026-08-17T20:45:02.475569+00:00,home,UCF,-39.5,UCF -39.5,-115,FanDuel,-41.5,Bethune-Cookman +41.5,-110,DraftKings,1.87,Hold +1.9%,-40.5,40.5,59.5,DraftKings,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,57.5,-108.0,FanDuel,59.5,-108.0,DraftKings,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288782,2026-09-04,1,Colorado,Georgia Tech,colorado,georgia tech,-6.5,Georgia Tech -6.5,-118,FanDuel,2026-08-17T20:45:02.475569+00:00,home,Georgia Tech,-6.5,Georgia Tech -6.5,-118,FanDuel,-7.0,Colorado +7,-109,Caesars,5.28,Hold +5.3%,-6.75,6.75,50.5,Caesars,-110.0,-110.0,2026-08-17T20:45:02.475569+00:00,50.5,-110.0,Caesars,50.5,-108.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288784,2026-09-04,1,Eastern Illinois,Minnesota,eastern illinois,minnesota,-43.5,Minnesota -43.5,-112,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Minnesota,-43.5,Minnesota -43.5,-112,DraftKings,-45.5,Eastern Illinois +45.5,-110,FanDuel,1.21,Hold +1.2%,-44.5,44.5,51.5,DraftKings,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,51.5,-108.0,FanDuel,51.5,-108.0,DraftKings,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288785,2026-09-03,1,UMass,Rutgers,umass,rutgers,-30.5,Rutgers -30.5,-110,Caesars,2026-08-17T20:45:02.475569+00:00,home,Rutgers,-30.5,Rutgers -30.5,-110,Caesars,-30.5,UMass +30.5,-105,FanDuel,3.6,Hold +3.6%,-30.5,30.5,54.5,Caesars,-108.0,-113.0,2026-08-17T20:45:02.475569+00:00,54.5,-105.0,BetMGM,54.5,-110.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288786,2026-09-03,1,University at Albany,Buffalo,albany,buffalo,-24.5,Buffalo -24.5,-108,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Buffalo,-24.5,Buffalo -24.5,-108,DraftKings,-26.5,University at Albany +26.5,-105,FanDuel,-0.86,Hold -0.9%,-25.5,25.5,48.5,DraftKings,-108.0,-112.0,2026-08-17T20:45:02.475569+00:00,48.5,-108.0,DraftKings,48.5,-110.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288787,2026-09-03,1,Merrimack,Delaware,merrimack,delaware,-27.5,Delaware -27.5,-108,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Delaware,-27.5,Delaware -27.5,-108,DraftKings,-28.5,Merrimack +28.5,-105,FanDuel,1.14,Hold +1.1%,-28.0,28.0,55.5,DraftKings,-108.0,-112.0,2026-08-17T20:45:02.475569+00:00,55.5,-108.0,DraftKings,56.5,-110.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288790,2026-09-04,1,Arkansas-Pine Bluff,Missouri,arkansas pine bluff,missouri,-53.5,Missouri -53.5,-110,FanDuel,2026-08-17T20:45:02.475569+00:00,home,Missouri,-53.5,Missouri -53.5,-110,FanDuel,-54.5,Arkansas-Pine Bluff +54.5,-112,DraftKings,3.21,Hold +3.2%,-54.0,54.0,60.5,DraftKings,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,60.5,-112.0,DraftKings,62.5,-105.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288791,2026-09-05,1,Miami (FL),Stanford,miami fl,stanford,23.5,Stanford +23.5,-110,Caesars,2026-08-17T20:45:02.475569+00:00,away,Miami (FL),24.5,Stanford +24.5,-115,DraftKings,23.5,Miami (FL) -23.5,-110,Caesars,3.87,Hold +3.9%,24.0,-24.0,49.5,Caesars,-110.0,-110.0,2026-08-17T20:45:02.475569+00:00,48.5,-112.0,FanDuel,49.5,-108.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288792,2026-09-04,1,North Carolina A&T,Georgia State,north carolina aandt,georgia state,-27.5,Georgia State -27.5,-120,FanDuel,2026-08-17T20:45:02.475569+00:00,home,Georgia State,-27.5,Georgia State -27.5,-120,FanDuel,-28.5,North Carolina A&T +28.5,-112,DraftKings,5.38,Hold +5.4%,-28.0,28.0,63.5,DraftKings,-108.0,-112.0,2026-08-17T20:45:02.475569+00:00,63.5,-108.0,DraftKings,65.5,-110.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288793,2026-09-05,1,LIU,Kansas,liu,kansas,-38.5,Kansas -38.5,-105,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Kansas,-38.5,Kansas -38.5,-105,DraftKings,-40.5,LIU +40.5,-115,FanDuel,0.71,Hold +0.7%,-39.5,39.5,53.5,DraftKings,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,52.5,-110.0,FanDuel,53.5,-108.0,DraftKings,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288794,2026-09-04,1,San Jose State,Eastern Michigan,san jose state,eastern michigan,-4.5,Eastern Michigan -4.5,-110,FanDuel,2026-08-17T20:45:02.475569+00:00,home,Eastern Michigan,-4.5,Eastern Michigan -4.5,-110,FanDuel,-4.5,San Jose State +4.5,-107,Caesars,4.07,Hold +4.1%,-4.5,4.5,53.5,Caesars,-109.0,-110.0,2026-08-17T20:45:02.475569+00:00,53.5,-108.0,DraftKings,53.5,-110.0,Caesars,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288795,2026-09-05,1,Boston College,Cincinnati,boston,cincinnati,-7.5,Cincinnati -7.5,-100,FanDuel,2026-08-17T20:45:02.475569+00:00,home,Cincinnati,-7.5,Cincinnati -7.5,-100,FanDuel,-7.5,Boston College +7.5,-113,Caesars,3.05,Hold +3.0%,-7.5,7.5,54.5,Caesars,-108.0,-113.0,2026-08-17T20:45:02.475569+00:00,53.5,-110.0,FanDuel,54.5,-110.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288796,2026-09-06,1,Mercyhurst,New Mexico State,mercyhurst,new mexico state,-24.5,New Mexico State -24.5,-108,DraftKings,2026-08-17T20:45:02.475569+00:00,home,New Mexico State,-24.5,New Mexico State -24.5,-108,DraftKings,-26.5,Mercyhurst +26.5,-110,FanDuel,0.3,Hold +0.3%,-25.5,25.5,50.5,DraftKings,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,48.5,-110.0,FanDuel,50.5,-108.0,DraftKings,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288799,2026-09-06,1,UNLV,Hawai'i,unlv,hawai i,2.5,Hawai'i +2.5,-124,FanDuel,2026-08-17T20:45:02.475569+00:00,away,UNLV,3.5,Hawai'i +3.5,-120,BetMGM,2.5,UNLV -2.5,-124,FanDuel,7.9,Hold +7.9%,3.0,-3.0,58.5,Caesars,-113.0,-107.0,2026-08-17T20:45:02.475569+00:00,58.5,-113.0,Caesars,58.5,-105.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288800,2026-09-05,1,Coastal Carolina,West Virginia,coastal carolina,west virginia,-21.5,West Virginia -21.5,-110,FanDuel,2026-08-17T20:45:02.475569+00:00,home,West Virginia,-21.5,West Virginia -21.5,-110,FanDuel,-21.5,Coastal Carolina +21.5,-108,Caesars,4.3,Hold +4.3%,-21.5,21.5,58.5,Caesars,-106.0,-115.0,2026-08-17T20:45:02.475569+00:00,58.5,-105.0,DraftKings,58.5,-110.0,BetMGM,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288802,2026-09-05,1,Wyoming,Colorado State,wyoming,colorado state,-3.5,Colorado State -3.5,-109,Caesars,2026-08-17T20:45:02.475569+00:00,home,Colorado State,-3.5,Colorado State -3.5,-109,Caesars,-3.5,Wyoming +3.5,-105,BetMGM,3.37,Hold +3.4%,-3.5,3.5,48.0,Caesars,-112.0,-109.0,2026-08-17T20:45:02.475569+00:00,47.5,-115.0,DraftKings,48.5,-114.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288803,2026-09-05,1,Florida Atlantic,Florida,florida atlantic,florida,-26.5,Florida -26.5,-110,Caesars,2026-08-17T20:45:02.475569+00:00,home,Florida,-26.5,Florida -26.5,-110,Caesars,-26.5,Florida Atlantic +26.5,-105,BetMGM,3.6,Hold +3.6%,-26.5,26.5,58.5,Caesars,-112.0,-109.0,2026-08-17T20:45:02.475569+00:00,58.5,-110.0,BetMGM,58.5,-108.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288804,2026-09-06,1,Portland State,San Diego State,portland state,san diego state,-38.5,San Diego State -38.5,-112,DraftKings,2026-08-17T20:45:02.475569+00:00,home,San Diego State,-38.5,San Diego State -38.5,-112,DraftKings,-41.5,Portland State +41.5,-105,FanDuel,-1.95,Hold -1.9%,-40.0,40.0,57.5,DraftKings,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,57.5,-112.0,DraftKings,58.5,-110.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288805,2026-09-05,1,Bryant,Army,bryant,army,-36.5,Army -36.5,-108,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Army,-36.5,Army -36.5,-108,DraftKings,-38.5,Bryant +38.5,-105,FanDuel,-0.86,Hold -0.9%,-37.5,37.5,51.5,DraftKings,-108.0,-112.0,2026-08-17T20:45:02.475569+00:00,51.5,-108.0,DraftKings,51.5,-110.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288806,2026-09-05,1,Abilene Christian,Texas Tech,abilene christian,texas tech,-42.5,Texas Tech -42.5,-108,FanDuel,2026-08-17T20:45:02.475569+00:00,home,Texas Tech,-42.5,Texas Tech -42.5,-108,FanDuel,-42.5,Abilene Christian +42.5,-110,DraftKings,4.3,Hold +4.3%,-42.5,42.5,59.5,DraftKings,-108.0,-112.0,2026-08-17T20:45:02.475569+00:00,58.5,-115.0,FanDuel,59.5,-112.0,DraftKings,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288807,2026-09-05,1,Fordham,North Dakota State,fordham,north dakota state,-38.5,North Dakota State -38.5,-115,FanDuel,2026-08-17T20:45:02.475569+00:00,home,North Dakota State,-38.5,North Dakota State -38.5,-115,FanDuel,-39.5,Fordham +39.5,-110,DraftKings,3.87,Hold +3.9%,-39.0,39.0,57.5,DraftKings,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,57.5,-110.0,FanDuel,57.5,-108.0,DraftKings,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288808,2026-09-05,1,Sam Houston,Troy,sam houston,troy,-15.5,Troy -15.5,-110,Caesars,2026-08-17T20:45:02.475569+00:00,home,Troy,-15.5,Troy -15.5,-110,Caesars,-16.5,Sam Houston +16.5,-110,FanDuel,2.76,Hold +2.8%,-16.0,16.0,51.5,Caesars,-114.0,-106.0,2026-08-17T20:45:02.475569+00:00,51.5,-110.0,BetMGM,52.5,-115.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288810,2026-09-06,1,Western Kentucky,Nevada,western kentucky,nevada,2.5,Nevada +2.5,-115,Caesars,2026-08-17T20:45:02.475569+00:00,away,Western Kentucky,2.5,Nevada +2.5,-102,DraftKings,2.5,Western Kentucky -2.5,-115,Caesars,3.98,Hold +4.0%,2.5,-2.5,52.5,Caesars,-117.0,-104.0,2026-08-17T20:45:02.475569+00:00,52.5,-115.0,FanDuel,53.5,-115.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288811,2026-09-05,1,Arkansas State,Memphis,arkansas state,memphis,-9.5,Memphis -9.5,-114,Caesars,2026-08-17T20:45:02.475569+00:00,home,Memphis,-9.5,Memphis -9.5,-114,Caesars,-10.5,Arkansas State +10.5,-114,FanDuel,4.54,Hold +4.5%,-10.0,10.0,55.5,Caesars,-112.0,-109.0,2026-08-17T20:45:02.475569+00:00,55.5,-108.0,DraftKings,55.5,-105.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288812,2026-09-05,1,UT Rio Grande Valley,UTSA,ut rio grande valley,utsa,-28.5,UTSA -28.5,-112,DraftKings,2026-08-17T20:45:02.475569+00:00,home,UTSA,-28.5,UTSA -28.5,-112,DraftKings,-29.5,UT Rio Grande Valley +29.5,-105,FanDuel,2.05,Hold +2.0%,-29.0,29.0,59.5,DraftKings,-110.0,-110.0,2026-08-17T20:45:02.475569+00:00,59.5,-110.0,DraftKings,59.5,-105.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288813,2026-09-06,1,Washington State,Washington,washington state,washington,-22.5,Washington -22.5,-109,Caesars,2026-08-17T20:45:02.475569+00:00,home,Washington,-22.5,Washington -22.5,-109,Caesars,-22.5,Washington State +22.5,-105,BetMGM,3.37,Hold +3.4%,-22.5,22.5,50.5,Caesars,-110.0,-109.0,2026-08-17T20:45:02.475569+00:00,50.5,-110.0,Caesars,50.5,-105.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288814,2026-09-05,1,Towson,Navy,towson,navy,-30.5,Navy -30.5,-110,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Navy,-30.5,Navy -30.5,-110,DraftKings,-31.5,Towson +31.5,-110,FanDuel,2.76,Hold +2.8%,-31.0,31.0,53.5,DraftKings,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,53.5,-112.0,DraftKings,53.5,-108.0,DraftKings,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288815,2026-09-05,1,East Carolina,Alabama,east carolina,alabama,-28.5,Alabama -28.5,-110,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Alabama,-28.5,Alabama -28.5,-110,DraftKings,-28.5,East Carolina +28.5,-105,BetMGM,3.6,Hold +3.6%,-28.5,28.5,54.5,Caesars,-108.0,-113.0,2026-08-17T20:45:02.475569+00:00,54.5,-108.0,Caesars,54.5,-110.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288816,2026-09-04,1,Indiana State,Purdue,indiana state,purdue,-34.5,Purdue -34.5,-118,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Purdue,-34.5,Purdue -34.5,-118,DraftKings,-36.5,Indiana State +36.5,-105,FanDuel,1.35,Hold +1.4%,-35.5,35.5,56.5,DraftKings,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,56.5,-112.0,DraftKings,57.5,-110.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288818,2026-09-05,1,Houston Christian,Rice,houston christian,rice,-23.5,Rice -23.5,-112,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Rice,-23.5,Rice -23.5,-112,DraftKings,-24.5,Houston Christian +24.5,-105,FanDuel,2.05,Hold +2.0%,-24.0,24.0,47.5,DraftKings,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,47.5,-112.0,DraftKings,47.5,-105.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
288819,2026-09-05,1,North Texas,Indiana,north texas,indiana,-40.5,Indiana -40.5,-110,FanDuel,2026-08-17T20:45:02.475569+00:00,home,Indiana,-40.5,Indiana -40.5,-110,FanDuel,-41.5,North Texas +41.5,-108,Caesars,2.3,Hold +2.3%,-41.0,41.0,55.5,Caesars,-112.0,-108.0,2026-08-17T20:45:02.475569+00:00,55.5,-110.0,FanDuel,55.5,-105.0,BetMGM,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288820,2026-09-05,1,Oregon State,Houston,oregon state,houston,-20.5,Houston -20.5,-108,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Houston,-20.5,Houston -20.5,-108,DraftKings,-20.5,Oregon State +20.5,-100,FanDuel,1.92,Hold +1.9%,-20.5,20.5,50.5,Caesars,-118.0,-104.0,2026-08-17T20:45:02.475569+00:00,50.5,-110.0,BetMGM,50.5,-102.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288822,2026-09-05,1,Charleston Southern,Georgia Southern,charleston southern,georgia southern,-25.5,Georgia Southern -25.5,-110,DraftKings,2026-08-17T20:45:02.475569+00:00,home,Georgia Southern,-25.5,Georgia Southern -25.5,-110,DraftKings,-27.5,Charleston Southern +27.5,-112,FanDuel,1.21,Hold +1.2%,-26.5,26.5,51.5,DraftKings,-115.0,-105.0,2026-08-17T20:45:02.475569+00:00,51.5,-115.0,DraftKings,52.5,-105.0,FanDuel,Action Network,"DraftKings,FanDuel",2,Action Network,actual,
