component,conference_matchup_type,component_edge_band,games,wins,losses,pushes,avg_ats_margin,median_ats_margin,avg_clv,clv_games,seasons_present,avg_component_edge,avg_other_component_edge,ats_win_pct,ats_edge_pct,confidence,signal
offense_vs_opponent_defense,P4_vs_P4,5_to_14_9,93,47,45,1,0.7956989247311828,0.5,,0,5,9.118279569892474,1.5698924731182795,0.5108695652173914,1.0869565217391326,High,Neutral
defense_vs_opponent_offense,P4_vs_P4,5_to_14_9,88,45,41,2,0.7045454545454546,1.25,,0,5,9.636363636363637,4.875,0.5232558139534884,2.3255813953488413,High,Neutral
offense_vs_opponent_defense,G6_vs_G6,5_to_14_9,56,23,31,2,-2.017857142857143,-3.0,,0,5,8.982142857142858,-2.892857142857143,0.42592592592592593,-7.407407407407405,Supported,Fade edge team
offense_vs_opponent_defense,P4_vs_P4,15_to_24_9,55,25,29,1,-3.727272727272727,-1.5,,0,5,18.98181818181818,5.2,0.46296296296296297,-3.7037037037037024,Supported,Neutral
offense_vs_opponent_defense,G6_vs_G6,25_plus,55,23,31,1,-3.7545454545454544,-3.5,,0,5,33.25454545454546,8.054545454545455,0.42592592592592593,-7.407407407407405,Supported,Fade edge team
defense_vs_opponent_offense,P4_vs_G6,25_plus,53,33,20,0,1.8584905660377358,3.0,,0,5,35.18867924528302,15.584905660377359,0.6226415094339622,12.264150943396224,Supported,Back edge team
defense_vs_opponent_offense,G6_vs_G6,5_to_14_9,53,29,23,1,2.150943396226415,0.5,,0,5,10.075471698113208,0.7358490566037735,0.5576923076923077,5.769230769230774,Supported,Back edge team
defense_vs_opponent_offense,G6_vs_G6,25_plus,52,21,29,2,-1.7403846153846154,-3.5,,0,5,32.11538461538461,6.1923076923076925,0.42,-8.0,Supported,Fade edge team
offense_vs_opponent_defense,P4_vs_G6,5_to_14_9,47,23,23,1,-0.07446808510638298,-0.0,,0,5,10.212765957446809,7.0212765957446805,0.5,0.0,Promising,Neutral
defense_vs_opponent_offense,P4_vs_P4,15_to_24_9,46,25,21,0,1.5108695652173914,0.75,,0,5,19.23913043478261,1.065217391304348,0.5434782608695652,4.347826086956516,Promising,Neutral
offense_vs_opponent_defense,P4_vs_G6,15_to_24_9,46,24,22,0,1.815217391304348,0.5,,0,5,19.26086956521739,7.978260869565218,0.5217391304347826,2.173913043478258,Promising,Neutral
defense_vs_opponent_offense,G6_vs_G6,15_to_24_9,45,26,18,1,-0.8,3.5,,0,5,18.57777777777778,4.488888888888889,0.5909090909090909,9.090909090909093,Promising,Back edge team
offense_vs_opponent_defense,P4_vs_G6,25_plus,44,28,16,0,3.147727272727273,4.5,,0,5,34.20454545454545,13.477272727272727,0.6363636363636364,13.636363636363633,Promising,Back edge team
defense_vs_opponent_offense,P4_vs_P4,25_plus,44,20,23,1,0.13636363636363635,-0.5,,0,5,33.27272727272727,3.2954545454545454,0.46511627906976744,-3.4883720930232585,Promising,Neutral
defense_vs_opponent_offense,P4_vs_G6,5_to_14_9,43,17,26,0,-1.5232558139534884,-5.5,,0,5,9.162790697674419,7.976744186046512,0.3953488372093023,-10.465116279069768,Promising,Fade edge team
offense_vs_opponent_defense,G6_vs_P4,5_to_14_9,42,21,20,1,-1.75,0.25,,0,5,8.880952380952381,-4.904761904761905,0.5121951219512195,1.2195121951219505,Promising,Neutral
offense_vs_opponent_defense,G6_vs_G6,15_to_24_9,38,19,18,1,-0.7105263157894737,0.25,,0,5,19.526315789473685,3.789473684210526,0.5135135135135135,1.3513513513513473,Promising,Neutral
defense_vs_opponent_offense,P4_vs_G6,15_to_24_9,33,15,18,0,-1.4848484848484849,-1.5,,0,5,18.78787878787879,1.7272727272727273,0.45454545454545453,-4.545454545454547,Promising,Neutral
offense_vs_opponent_defense,P4_vs_P4,25_plus,31,17,13,1,1.7903225806451613,1.0,,0,5,33.903225806451616,4.258064516129032,0.5666666666666667,6.666666666666664,Promising,Back edge team
defense_vs_opponent_offense,G6_vs_P4,5_to_14_9,31,13,18,0,-2.0,-3.5,,0,5,10.258064516129032,0.967741935483871,0.41935483870967744,-8.064516129032256,Promising,Fade edge team
defense_vs_opponent_offense,G6_vs_P4,15_to_24_9,28,12,15,1,-2.017857142857143,-1.5,,0,5,19.75,1.3928571428571428,0.4444444444444444,-5.555555555555557,Exploratory,Fade edge team
defense_vs_opponent_offense,G6_vs_P4,25_plus,20,9,9,2,-1.025,0.0,,0,5,32.3,-0.75,0.5,0.0,Exploratory,Neutral
offense_vs_opponent_defense,G6_vs_P4,15_to_24_9,20,9,11,0,0.1,-4.25,,0,5,19.5,-0.7,0.45,-5.0,Exploratory,Fade edge team
offense_vs_opponent_defense,G6_vs_P4,25_plus,18,7,11,0,-1.2777777777777777,-0.75,,0,5,34.888888888888886,3.6666666666666665,0.3888888888888889,-11.111111111111107,Exploratory,Fade edge team
defense_vs_opponent_offense,Other,5_to_14_9,17,10,6,1,0.23529411764705882,2.5,,0,5,9.647058823529411,3.9411764705882355,0.625,12.5,Exploratory,Back edge team
defense_vs_opponent_offense,Other,25_plus,16,6,10,0,-5.40625,-7.0,,0,4,31.4375,10.5625,0.375,-12.5,Exploratory,Fade edge team
offense_vs_opponent_defense,Other,15_to_24_9,16,6,10,0,-1.3125,-6.5,,0,5,19.375,6.5,0.375,-12.5,Exploratory,Fade edge team
offense_vs_opponent_defense,Other,5_to_14_9,15,8,6,1,-1.6,0.5,,0,5,10.133333333333333,-3.066666666666667,0.5714285714285714,7.142857142857139,Exploratory,Back edge team
offense_vs_opponent_defense,Other,25_plus,13,8,5,0,1.2692307692307692,3.5,,0,2,34.53846153846154,9.76923076923077,0.6153846153846154,11.53846153846154,Insufficient,Back edge team
defense_vs_opponent_offense,Other,15_to_24_9,10,7,3,0,2.0,2.75,,0,4,18.7,-3.6,0.7,20.0,Insufficient,Back edge team
