snapshot_date,season,source,team,raw_team,rank,rating,off_rating,def_rating,sos,source_url,pulled_at,notes
2026-05-12,2026,Sagarin,Arizona A,Arizona A,31.0,78.6,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,NC State A,NC State A,32.0,78.11,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Pittsburgh A,Pittsburgh A,33.0,77.68,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,South Carolina A,South Carolina A,34.0,77.59,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,South Florida A,South Florida A,35.0,77.58,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,TCU A,TCU A,36.0,77.31,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Florida A,Florida A,37.0,76.94,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Georgia Tech A,Georgia Tech A,38.0,76.82,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Duke A,Duke A,39.0,76.71,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,North Dakota State AA,North Dakota State AA,40.0,76.17,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Iowa State A,Iowa State A,41.0,76.11,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Kansas State A,Kansas State A,42.0,76.06,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Florida State A,Florida State A,43.0,75.8,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,North Texas A,North Texas A,44.0,75.44,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Arizona State A,Arizona State A,45.0,75.33,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Houston A,Houston A,46.0,74.43,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Montana State AA,Montana State AA,47.0,74.42,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Old Dominion A,Old Dominion A,48.0,74.31,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Wisconsin A,Wisconsin A,49.0,73.99,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Tulane A,Tulane A,50.0,73.98,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Wake Forest A,Wake Forest A,51.0,73.91,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,East Carolina A,East Carolina A,52.0,73.52,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Minnesota A,Minnesota A,53.0,73.35,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Nebraska A,Nebraska A,54.0,73.22,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Toledo A,Toledo A,55.0,73.01,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Northwestern A,Northwestern A,56.0,72.98,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Washington State A,Washington State A,57.0,72.91,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Kentucky A,Kentucky A,58.0,72.64,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Navy A,Navy A,59.0,72.43,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Arkansas A,Arkansas A,60.0,72.4,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Boise State A,Boise State A,61.0,72.26,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Rutgers A,Rutgers A,62.0,71.8,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Michigan State A,Michigan State A,63.0,71.31,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,UTSA A,UTSA A,64.0,71.18,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Kansas A,Kansas A,65.0,70.84,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Cincinnati A,Cincinnati A,66.0,70.1,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Mississippi State A,Mississippi State A,67.0,69.95,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Baylor A,Baylor A,68.0,69.76,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,San Diego State A,San Diego State A,69.0,69.42,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Memphis A,Memphis A,70.0,68.97,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Western Michigan A,Western Michigan A,71.0,68.87,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Army West Point A,Army West Point A,72.0,68.76,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Montana AA,Montana AA,73.0,68.36,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,UNLV A,UNLV A,74.0,68.3,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Virginia Tech A,Virginia Tech A,75.0,68.05,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,California A,California A,76.0,67.89,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Texas State A,Texas State A,77.0,67.79,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Stanford A,Stanford A,78.0,67.74,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,UCLA A,UCLA A,79.0,67.71,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Fresno State A,Fresno State A,80.0,66.85,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,New Mexico A,New Mexico A,81.0,66.81,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Tarleton State AA,Tarleton State AA,82.0,66.62,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Central Florida(UCF) A,Central Florida(UCF) A,83.0,66.51,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Hawai'i A,Hawai'i A,84.0,66.48,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Maryland A,Maryland A,85.0,66.22,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Ohio A,Ohio A,86.0,66.0,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Illinois State AA,Illinois State AA,87.0,65.99,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Boston College A,Boston College A,88.0,65.92,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,West Virginia A,West Virginia A,89.0,65.82,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,North Carolina A,North Carolina A,90.0,65.57,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Utah State A,Utah State A,91.0,65.39,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Connecticut A,Connecticut A,92.0,64.96,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Colorado A,Colorado A,93.0,64.9,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Western Kentucky A,Western Kentucky A,94.0,63.73,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,North Dakota AA,North Dakota AA,95.0,63.67,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Purdue A,Purdue A,96.0,63.58,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Miami-Ohio A,Miami-Ohio A,97.0,62.83,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Louisiana Tech A,Louisiana Tech A,98.0,62.17,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,South Dakota State AA,South Dakota State AA,99.0,62.08,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Stephen F. Austin AA,Stephen F. Austin AA,100.0,61.99,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Troy A,Troy A,101.0,61.83,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Villanova AA,Villanova AA,102.0,61.47,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Syracuse A,Syracuse A,103.0,61.15,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Georgia Southern A,Georgia Southern A,104.0,60.94,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Air Force A,Air Force A,105.0,60.9,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Marshall A,Marshall A,106.0,60.5,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,UC Davis AA,UC Davis AA,107.0,60.37,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Southern Illinois AA,Southern Illinois AA,108.0,60.35,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,South Dakota AA,South Dakota AA,109.0,60.33,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Jacksonville State A,Jacksonville State A,110.0,60.0,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Arkansas State A,Arkansas State A,111.0,59.88,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Kennesaw State A,Kennesaw State A,112.0,59.85,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Temple A,Temple A,113.0,59.18,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Yale AA,Yale AA,114.0,59.17,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Central Michigan A,Central Michigan A,115.0,59.1,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Lehigh AA,Lehigh AA,116.0,59.01,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Southern Miss A,Southern Miss A,117.0,58.81,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Youngstown State AA,Youngstown State AA,118.0,58.81,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Louisiana-Lafayette A,Louisiana-Lafayette A,119.0,58.62,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Fla. International A,Fla. International A,120.0,58.4,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Abilene Christian AA,Abilene Christian AA,121.0,58.34,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Oklahoma State A,Oklahoma State A,122.0,58.25,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Liberty A,Liberty A,123.0,57.99,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,South Alabama A,South Alabama A,124.0,57.56,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Missouri State A,Missouri State A,125.0,57.08,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Oregon State A,Oregon State A,126.0,57.02,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Wyoming A,Wyoming A,127.0,56.93,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Sacramento State AA,Sacramento State AA,128.0,56.88,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Florida Atlantic A,Florida Atlantic A,129.0,56.53,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Mercer AA,Mercer AA,130.0,56.52,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Delaware A,Delaware A,131.0,56.45,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Coastal Carolina A,Coastal Carolina A,132.0,56.06,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SE Louisiana AA,SE Louisiana AA,133.0,55.85,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Idaho State AA,Idaho State AA,134.0,55.76,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Eastern Michigan A,Eastern Michigan A,135.0,55.45,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Southern Utah AA,Southern Utah AA,136.0,55.25,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Tulsa A,Tulsa A,137.0,55.23,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Nevada A,Nevada A,138.0,55.19,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Austin Peay AA,Austin Peay AA,139.0,55.0,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Appalachian State A,Appalachian State A,140.0,54.61,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Buffalo A,Buffalo A,141.0,54.6,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Harvard AA,Harvard AA,142.0,54.4,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Rhode Island AA,Rhode Island AA,143.0,54.35,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,San Jose State A,San Jose State A,144.0,54.34,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Bowling Green A,Bowling Green A,145.0,54.34,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,UAB A,UAB A,146.0,54.17,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Tennessee Tech AA,Tennessee Tech AA,147.0,53.6,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Colorado State A,Colorado State A,148.0,53.59,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Northern Illinois A,Northern Illinois A,149.0,52.76,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Northern Arizona AA,Northern Arizona AA,150.0,52.67,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Akron A,Akron A,151.0,52.4,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Monmouth-NJ AA,Monmouth-NJ AA,152.0,52.26,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Alabama State AA,Alabama State AA,153.0,52.25,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Western Carolina AA,Western Carolina AA,154.0,51.53,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,West Georgia AA,West Georgia AA,155.0,51.23,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,UTRGV AA,UTRGV AA,156.0,51.17,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,New Hampshire AA,New Hampshire AA,157.0,50.94,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Middle Tennessee A,Middle Tennessee A,158.0,50.9,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,New Mexico State A,New Mexico State A,159.0,50.89,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,East Tennessee State AA,East Tennessee State AA,160.0,50.83,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,SC State AA,SC State AA,161.0,50.8,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Incarnate Word AA,Incarnate Word AA,162.0,50.57,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Idaho AA,Idaho AA,163.0,50.54,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Rice A,Rice A,164.0,50.52,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Kent State A,Kent State A,165.0,50.31,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Georgia State A,Georgia State A,166.0,50.22,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Eastern Kentucky AA,Eastern Kentucky AA,167.0,50.21,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Jackson State AA,Jackson State AA,168.0,50.16,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Prairie View A&M AA,Prairie View A&M AA,169.0,50.05,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,LouisianaMonroe(ULM) A,LouisianaMonroe(ULM) A,170.0,50.01,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Ball State A,Ball State A,171.0,49.87,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Dartmouth AA,Dartmouth AA,172.0,49.7,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Wofford AA,Wofford AA,173.0,49.55,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Lamar AA,Lamar AA,174.0,49.47,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Cal Poly-SLO AA,Cal Poly-SLO AA,175.0,49.17,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,UTEP A,UTEP A,176.0,49.16,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,William & Mary AA,William & Mary AA,177.0,48.96,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Eastern Washington AA,Eastern Washington AA,178.0,48.87,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Lafayette AA,Lafayette AA,179.0,48.63,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Northern Iowa AA,Northern Iowa AA,180.0,48.51,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Charlotte A,Charlotte A,181.0,48.44,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Elon AA,Elon AA,182.0,48.44,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Pennsylvania AA,Pennsylvania AA,183.0,47.71,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Tennessee-Martin AA,Tennessee-Martin AA,184.0,47.57,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,NC Central AA,NC Central AA,185.0,47.53,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Gardner-Webb AA,Gardner-Webb AA,186.0,46.84,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Stony Brook AA,Stony Brook AA,187.0,46.8,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,St. Thomas-Mn. AA,St. Thomas-Mn. AA,188.0,46.56,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
2026-05-12,2026,Sagarin,Weber State AA,Weber State AA,189.0,46.41,,,,https://sagarin.com/sports/cfsend.htm,2026-05-12T19:10:33Z,preformatted_text_parse
